ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
1113	VA	RANCO		14	0	45	16	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Spiaggia privata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Estintori,Piscina scoperta,WI-FI in aree comuni,Access. diversamente abili parziale,Bagno turco	Tutte	Inglese,Francese,Spagnolo,Tedesco,Giapponese	Piscina scoperta	Numero sale congressi 1,Congressi capacita' Min 2,Congressi capacita' Max 15	8.56970481	45.79821391	4_a_5_Stelle
1114	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa				9.20554155	45.49596299	Case_Appartamenti
1115	BG	SANT'OMOBONO TERME		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.5334474	45.81544014	Case_Appartamenti
1116	SO	LIVIGNO		10	0	20	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.1421274	46.5360399	Case_Appartamenti
1117	BG	BERGAMO		15	0	34	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.67483704	45.68386306	Case_Appartamenti
1118	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.18885847	45.47997275	Case_Appartamenti
1119	BS	DESENZANO DEL GARDA		4	0	12	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5389467	45.4694851	B&B
1120	MI	TREZZANO SUL NAVIGLIO		44	0	85	45	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Tavernetta o tavola calda,Bar,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Riscaldamento,Parcheggio non custodito,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,Access. diversamente abili parziale,SKY	American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,CartaSi,Carta Moneta,Key Client	Inglese,Francese,Tedesco			9.07300322	45.42704828	1_a_3_Stelle
1121	BG	PONTE SAN PIETRO		3	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata,Parco o giardino					9.57983803	45.69530636	B&B
1122	PV	PAVIA		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0						9.19508542	45.1799936	B&B
1123	CR	SOLAROLO RAINERIO		2	0	4	4	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno					10.3630439	45.08120915	B&B
1124	BS	DESENZANO DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5384078	45.47077964	Case_Appartamenti
1125	BS	SIRMIONE		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.62086906	45.46172403	Case_Appartamenti
1126	MI	MILANO		44	0	72	46	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Riscaldamento,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Tutte,Bancomat,CartaSi,JCB	Inglese,Francese,Spagnolo,Tedesco,Portoghese			9.20313463	45.48319625	1_a_3_Stelle
1127	SO	APRICA		18	6	36	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Parcheggio custodito,Parco o giardino,Ristorante,Ristorante vegetariano,Sala lettura separata,Servizi baby sitting	Visa,Master Card,Bancomat,CartaSi	Inglese,Francese	Sci montano,Fitness/centro salute,Campo da tennis		10.14664039	46.15206131	1_a_3_Stelle
1128	BS	SIRMIONE		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.62729513	45.45928616	Case_Appartamenti
1129	MI	MILANO		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale					9.18305748	45.47990268	Case_Appartamenti
1130	VA	BESOZZO		2	0	3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Parco o giardino,Posto auto		Inglese,Francese					B&B
1131	MI	MILANO		7	0	17	7	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ristorante,Accesso a mezzi pubblici,Estintori,WI-FI in aree comuni	American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi,AmexCo,Visa Electron	Inglese,Francese,Tedesco,Russo,Arabo,Sloveno			9.191777	45.46555955	4_a_5_Stelle
1132	CO	DOMASO		6	0	26	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana	Visa,Master Card,Maestro				9.33201132	46.15381835	Case_Appartamenti
1133	BS	MARONE		4	0	14	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.09240889	45.73873829	Case_Appartamenti
1134	CR	RIPALTA ARPINA		10	0	24	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale					9.72607753	45.30214417	Case_Appartamenti
1135	LC	ABBADIA LARIANA		3	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana					9.33635491	45.90151666	B&B
1136	BS	PASSIRANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.07554658	45.61233698	B&B
1137	BG	CASTRO	ROCCA	1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.05784427	45.80480673	Case_Appartamenti
1138	MI	MILANO		44	0	67	44	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,AmexCo,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat,Visa Electron	Inglese,Spagnolo,Arabo			9.17037383	45.45369837	1_a_3_Stelle
1139	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66349092	45.69160383	Case_Appartamenti
1140	BS	TIGNALE		5	0	10	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.71784572	45.76481629	Case_Appartamenti
1141	MN	MANTOVA		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private,Biciclette per ospiti,Giochi per bambini,Sala televisione separata		Inglese			10.78687756	45.17775547	B&B
1142	BG	BERGAMO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.67483257	45.69986739	Case_Appartamenti
1143	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.67485557	45.70331278	Case_Appartamenti
1144	BS	TOSCOLANO MADERNO		15	0	15	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60115565	45.63355973	Case_Appartamenti
1145	BS	TIGNALE		4	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.72039972	45.73570912	Case_Appartamenti
1146	MI	MILANO		135	14	257	139	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi,JCB,AmexCo,Carta Moneta	Inglese,Francese,Spagnolo,Tedesco,Portoghese		Numero sale congressi 6,Congressi capacita' Min 10,Congressi capacita' Max 100	9.18566724	45.4828773	4_a_5_Stelle
1147	BS	LONATO	BETTOLA	2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.4583041	45.47687405	Case_Appartamenti
1148	BS	PUEGNAGO SUL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.53216283	45.56754794	Case_Appartamenti
1149	LC	COSTA MASNAGA		12	0	24	12	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		Visa,Master Card,Bancomat	Inglese,Tedesco			9.29069795	45.76299648	1_a_3_Stelle
1150	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino					9.65059445	45.69498042	Case_Appartamenti
1151	BS	TREMOSINE		11	0	18	11	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte		Inglese,Francese,Tedesco	Piscina coperta		10.72925394	45.77457251	1_a_3_Stelle
1152	BS	PONTEVICO		10	0	28	10	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.08623047	45.27233876	1_a_3_Stelle
1153	CO	RAMPONIO VERNA		3	0	8	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Parco o giardino,Posto auto		Inglese			9.0589269	45.9876907	B&B
1154	BS	DESENZANO DEL GARDA		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.53675706	45.4698607	Case_Appartamenti
1155	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.22263655	45.48506102	Case_Appartamenti
1156	BG	ADRARA SAN ROCCO		1	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.95777066	45.71327588	Case_Appartamenti
1157	MI	MILANO		3	0	7	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.19130183	45.48043212	Case_Appartamenti
1158	BS	MANERBA DEL GARDA	GARDONCINO	2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.55822174	45.54496279	Case_Appartamenti
1159	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Frigorifero		Inglese,Francese			9.17724712	45.48147452	Case_Appartamenti
1160	BS	ZONE		4	0	12	4	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accettazione animali domestici,Autorimessa,Posto auto		Inglese,Francese			10.11604808	45.76220083	B&B
1161	BS	MONIGA DEL GARDA		41	0	82	41	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54247934	45.52494724	4_a_5_Stelle
1162	BS	TREMOSINE		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.74442042	45.76158567	Case_Appartamenti
1163	MI	MILANO		37	0	74	39	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Maestro,AmexCo,Key Client	Inglese,Francese,Spagnolo			9.190538	45.4571506	1_a_3_Stelle
1164	BS	GUSSAGO		7	0	13	7	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino,Custodia valori in cassaforte,Aria condizionata non centralizzata,Parcheggio non custodito,Internet point,Access. diversamente abili parziale	Visa,Master Card,Diners,Citibank,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,AmexCo,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat	Francese			10.14921796	45.58481696	1_a_3_Stelle
1165	BG	BERGAMO		90	0	164	90	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale	American express,Master Card,Diners,Eurocard,CartaSi	Inglese,Francese,Spagnolo,Tedesco		Numero sale congressi 7,Congressi capacita' Min 15,Congressi capacita' Max 450	9.67542169	45.68121089	4_a_5_Stelle
1166	MI	MILANO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Ascensore,Frigorifero,Sala lettura separata,Sala televisione separata		Inglese			9.18644283	45.46193305	Case_Appartamenti
1167	MB	CARNATE		25	0	30	25	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Estintori,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Riscaldamento,Ristorante,Sala televisione separata,WI-FI in aree comuni	American express,Visa,Master Card,Diners,Bank Americard,Tutte,Maestro,Bancomat,CartaSi,Carta Moneta,MobilMat,Visa Electron	Inglese,Francese,Rumeno			9.37449656	45.6527247	1_a_3_Stelle
1168	CO	LANZO D'INTELVI		59	0	118	59	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Parcheggio custodito,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Internet point,Access. diversamente abili parziale,Televisione satellitare,Pizzeria	Tutte	Inglese,Francese,Tedesco			9.0319593	45.99447975	4_a_5_Stelle
1169	BS	MALEGNO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Autorimessa,Parco o giardino,Posto auto		Inglese			10.27619639	45.9539127	B&B
1170	BG	BERGAMO		4	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Parco o giardino					9.66286023	45.70549366	Case_Appartamenti
1171	MI	CANEGRATE		3	0	6	2	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			8.93120368	45.57033862	B&B
1172	BG	VILLA D'ADDA		3	0	7	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.46099642	45.71375888	Case_Appartamenti
1173	BS	SAN FELICE DEL BENACO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.55756607	45.5949209	B&B
1174	BS	VOBARNO		2	0	4	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						10.49887982	45.63043454	B&B
1175	BG	SELVINO		36	13	66	36	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Access. diversamente abili totale	American express,Visa,Master Card,CartaSi,AmexCo	Inglese,Spagnolo	Sci montano		9.74957816	45.77997941	4_a_5_Stelle
1176	BS	LIMONE SUL GARDA		42	0	68	42	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Tavernetta o tavola calda,Bar,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale	Tutte	Inglese,Francese,Tedesco	Piscina scoperta		10.79377098	45.81665626	4_a_5_Stelle
1177	CO	BELLAGIO		6	0	18	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.26415412	45.98059835	Case_Appartamenti
1178	BS	SIRMIONE		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60255308	45.46866635	Case_Appartamenti
1179	LC	GARLATE		5	0	12	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata centralizzata,Cucina di uso comune,Frigorifero,Parcheggio privato		Inglese,Tedesco,Arabo			9.40263089	45.8064705	Case_Appartamenti
1180	SO	LIVIGNO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.11706098	46.50005886	Case_Appartamenti
1181	SO	LIVIGNO		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.13890774	46.54847658	Case_Appartamenti
1182	BS	POZZOLENGO		12	0	24	12	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Accettazione animali domestici,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassette sicurezza,Parcheggio non custodito,Access. diversamente abili parziale	Tutte	Inglese,Francese			10.62906175	45.40357733	1_a_3_Stelle
1183	MB	VERANO BRIANZA	VERANO BRIANZA	8	0	14	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accesso a mezzi pubblici,Ascensore,Parcheggio privato,Parco o giardino,Somministrazione alimenti,Somministrazione bevande		Inglese,Francese			9.21893847	45.67909124	Case_Appartamenti
1184	VA	SOMMA LOMBARDO		2	0	5	2	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Bar,Posto auto					8.72200915	45.68524314	B&B
1185	SO	LIVIGNO		3	0	15	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.1380755	46.54280909	Case_Appartamenti
1186	BS	PONTE DI LEGNO		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Parco o giardino,Posto auto					10.50174392	46.25838996	B&B
1187	LC	CERNUSCO LOMBARDONE		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Giochi per bambini,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno		Inglese,Francese,Spagnolo,Tedesco			9.39513396	45.68906787	B&B
1188	PV	PAVIA		24	0	35	24	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,WI-FI in aree comuni,Sala accoglienza	Tutte	Inglese,Francese			9.14474612	45.18805769	1_a_3_Stelle
1189	BS	GARDONE RIVIERA		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino		Inglese,Francese,Tedesco			10.55982388	45.61930641	B&B
1190	BG	BERGAMO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Ascensore,Accettazione animali domestici					9.66343218	45.69242379	Case_Appartamenti
1191	MN	MANTOVA		58	0	105	58	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale	Visa,CartaSi	Inglese,Francese,Tedesco			10.78330714	45.15833514	1_a_3_Stelle
1192	CO	LAGLIO		5	0	10	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Frigorifero,Parco o giardino,Somministrazione alimenti		Inglese,Francese,Spagnolo,Tedesco			9.1314958	45.8768984	Case_Appartamenti
1193	MI	MILANO		2	0	10	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale	American express,Visa,Master Card				9.17045346	45.49760311	Case_Appartamenti
1194	MI	MILANO		4	0	9	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Parco o giardino		Inglese,Francese			9.19513735	45.49799074	B&B
1195	BS	TOSCOLANO MADERNO	MADERNO	18	0	35	18	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala lettura separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Parcheggio non custodito	Tutte	Inglese,Tedesco	Piscina scoperta		10.61181212	45.63424798	1_a_3_Stelle
1196	BS	SAN FELICE DEL BENACO		454	0	1816	319	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Spiaggia privata,Ormeggio,Rimessaggio caravan,Spaccio alimentari,Market,Parcheggio non custodito,Rifornimento gas liquido,Servizio bancario,Telefono per uso comune,Piazzole prevalentemente a prato,Animazione professionale,Area attrezzata gioco bimbi,Miniclub,Idromassaggio,Attivit� ricreative varie,Attrezzature di conforto per soggiorno animali domestici,Access. diversamente abili parziale	Visa,Master Card,Eurocard	Inglese,Francese,Tedesco	Calciobalilla,Piscina scoperta,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto,Campo da tennis,Attivit� sportive varie,Tennis da tavolo		10.56578247	45.5848591	Campeggio
1197	BS	DESENZANO DEL GARDA		6	0	21	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.52223175	45.46873545	Case_Appartamenti
1198	MI	PERO		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.08480554	45.50746318	B&B
1199	BS	MANERBA DEL GARDA	ROLLI	275	0	1100	90	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Accettazione animali domestici,Custodia valori in cassaforte,Spiaggia privata,Rifornimento benzina immediate vicinanze,Market,Telefono per uso comune,Piazzole prevalentemente a prato,Idromassaggio		Francese,Tedesco	Campo da pallavolo,Piscina scoperta,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto		10.55873589	45.5617649	Campeggio
1200	MI	MILANO		10	0	16	4	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		Tutte	Inglese,Spagnolo			9.22116704	45.48409703	1_a_3_Stelle
1201	LO	CORNEGLIANO LAUDENSE		15	0	29	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,WI-FI in aree comuni,Televisione satellitare,Sala accoglienza,Bagno turco,Biciclette per ospiti	American express,Visa,Master Card,Bank Americard,Maestro,Bancomat,CartaSi,Carta Moneta,Visa Electron	Inglese,Francese,Tedesco,Russo			9.46451871	45.2850997	1_a_3_Stelle
